kl_loss,loss,reconstruction_loss
43.83995819091797,61.48332977294922,5.8811235427856445
43.86311721801758,61.53946304321289,5.892115592956543
43.33826446533203,63.35552215576172,6.672421932220459
44.49674606323242,61.94281005859375,5.815356254577637
43.91482925415039,62.0897216796875,6.058295726776123
44.559871673583984,61.61036682128906,5.683496952056885
42.63901901245117,61.003299713134766,6.121426582336426
43.28175354003906,62.29771423339844,6.338656425476074
43.604244232177734,60.39567565917969,5.59714412689209
43.34902572631836,61.529212951660156,6.060059547424316
42.72484588623047,62.876708984375,6.717286109924316
46.03709411621094,63.84867858886719,5.937195301055908
44.348243713378906,61.71692657470703,5.78955602645874
44.01639938354492,62.65395736694336,6.212517738342285
44.080501556396484,61.472347259521484,5.797277450561523
44.03386688232422,62.459678649902344,6.141934871673584
44.834449768066406,62.01129150390625,5.725614547729492
43.27186584472656,60.94258117675781,5.890236854553223
43.055965423583984,61.264286041259766,6.0694379806518555
42.70848846435547,61.34315490722656,6.211553573608398
44.398921966552734,63.21705627441406,6.272713661193848
44.38131332397461,61.49125671386719,5.703315734863281
42.084205627441406,60.07558822631836,5.997127056121826
42.42010498046875,60.560997009277344,6.046962261199951
43.34927749633789,62.12289047241211,6.257871627807617
43.43331527709961,62.98347854614258,6.516721248626709
44.115562438964844,62.19089889526367,6.025111198425293
43.78359603881836,62.86030960083008,6.358902931213379
44.167152404785156,61.67110061645508,5.834650039672852
44.05208206176758,60.89529800415039,5.614401817321777
43.341102600097656,62.573482513427734,6.410792827606201
45.413028717041016,62.23278045654297,5.606581687927246
43.885860443115234,62.354610443115234,6.156249523162842
44.55887985229492,61.115779876708984,5.5189666748046875
43.81977081298828,61.55284881591797,5.911022663116455
43.39745330810547,61.81900405883789,6.14051628112793
43.97493362426758,61.85837936401367,5.961149215698242
44.03209686279297,63.29589080810547,6.421264171600342
44.63914108276367,60.81033706665039,5.390400409698486
43.786705017089844,61.93721389770508,6.050171852111816
43.005409240722656,61.24542999267578,6.080010414123535
43.833736419677734,61.65456771850586,5.940284252166748
44.78759002685547,64.07139587402344,6.427931785583496
44.67513656616211,62.86098861694336,6.061950206756592
43.88013458251953,62.61417007446289,6.244675636291504
44.41041564941406,60.826438903808594,5.472012519836426
43.13985824584961,61.58269500732422,6.147613048553467
43.65203094482422,61.30347442626953,5.883815288543701
43.66489791870117,61.44336700439453,5.926158428192139
43.026344299316406,62.718509674072266,6.564056396484375
45.13808059692383,62.10295104980469,5.6549601554870605
43.59678268432617,61.65669250488281,6.019970893859863
44.462364196777344,62.60886001586914,6.048835277557373
43.88423156738281,62.41864013671875,6.178142070770264
43.44640350341797,61.16046142578125,5.90468692779541
44.58967971801758,61.341102600097656,5.5838093757629395
44.210453033447266,61.71897888183594,5.836178302764893
43.102943420410156,60.28194808959961,5.72633695602417
43.61810302734375,61.531761169433594,5.971224308013916
42.76663589477539,59.96482849121094,5.732732772827148
42.51388931274414,63.07903289794922,6.855048656463623
45.997135162353516,62.87487030029297,5.625912189483643
43.88568115234375,62.28349304199219,6.13260555267334
43.95481491088867,61.730125427246094,5.925097942352295
43.08028030395508,61.117042541503906,6.012250900268555
44.028465270996094,61.483280181884766,5.818272113800049
43.91661834716797,62.2174072265625,6.100262641906738
44.82978820800781,62.15491485595703,5.775043964385986
43.18160629272461,61.20079040527344,6.006394386291504
43.938987731933594,61.459102630615234,5.840037822723389
43.85346221923828,64.0519027709961,6.73281192779541
44.114505767822266,62.63694381713867,6.174148082733154
44.24928665161133,62.05799865722656,5.9362382888793945
44.62040328979492,61.69268798828125,5.690756797790527
44.29087448120117,63.368221282958984,6.359116077423096
44.297061920166016,62.018375396728516,5.9071044921875
